"TransactionID","Date","Time","Weekday","Quarter","StoreID","StoreName","Region","Prefecture","StoreType","CustomerID","Age","AgeGroup","Gender","MemberRank","LTV_Score","JobType","AnnualIncome_Est","MaritalStatus","ChildrenCount","ProductID","CategoryMain","CategorySub","Brand","ProductName","SKU","Color","Size","SupplierID","StockLevel","UnitCost","UnitPrice","Quantity","GrossSales","DiscountRate","DiscountAmount","NetSales","TaxAmount","Profit","ProfitMargin","PaymentMethod","PaymentStatus","Channel","DeviceType","OS","ShippingMethod","ShippingCost","DeliveryDate","ReviewScore","IsReturn"
"TRX-573c6032","2023-07-14","18:42","Sat","Q3","ST-7","EC Online","Online","Tokyo","Virtual","CUST-44611","36","30s","Male","Regular","1.39","Housewife","3950000","Single","0","PRD-3065","Home","Sub-Home","Brand-F","Home-Item","5036625F","White","L","SUP-321","0","713","1328","4","5312","0","0","5312","531","2460","0.46","Credit","Completed","App","Mobile","iOS","Courier","500","2023-07-16","","0"
"TRX-ff8170c2","2023-03-15","13:50","Thu","Q1","ST-7","EC Online","Online","Tokyo","Virtual","CUST-28880","54","50s","Male","Gold","1.58","Student","3000000","Single","1","PRD-3722","Electronics","Sub-Electronics","Brand-E","Electronics-Item","D06B80C5","Red","S","SUP-141","1","11932","26921","8","215368","0","0","215368","21536","119912","0.56","QR","Completed","App","Mobile","iOS","Courier","500","2023-03-18","","0"
"TRX-1fe79674","2023-04-07","10:19","Sat","Q2","ST-4","Nagoya Sakae","Kanto","Tokyo","Physical","CUST-57560","38","30s","Male","Regular","1.39","Office Worker","5180000","Married","3","PRD-2160","Home","Sub-Home","Brand-D","Home-Item","18054B3A","Red","L","SUP-346","63","1570","3142","1","3142","0","0","3142","314","1572","0.50","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-04-07","","0"
"TRX-9af781bc","2023-04-17","12:12","Tue","Q2","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-47592","45","40s","Male","Regular","1.11","Housewife","6090000","Married","1","PRD-5048","Food","Sub-Food","Brand-E","Food-Item","A921F08B","Red","M","SUP-690","69","764","2170","1","2170","0","0","2170","217","1406","0.65","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-04-17","","0"
"TRX-56bcf21b","2023-12-03","12:58","Mon","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-94475","48","40s","Male","Regular","1.05","Other","7490000","Married","1","PRD-5477","Food","Sub-Food","Brand-B","Food-Item","91497523","Black","M","SUP-153","47","1140","1869","5","9345","0","0","9345","934","3645","0.39","QR","Completed","App","Mobile","iOS","Courier","500","2023-12-07","","0"
"TRX-147bcdc9","2023-06-12","20:08","Tue","Q2","ST-4","Nagoya Sakae","Kanto","Tokyo","Physical","CUST-87454","28","20s","Male","Regular","1.41","Office Worker","6670000","Single","2","PRD-3621","Home","Sub-Home","Brand-A","Home-Item","5E938AB1","Blue","M","SUP-753","60","2347","3313","1","3313","0","0","3313","331","966","0.29","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-06-12","","0"
"TRX-d87e1b88","2023-08-16","15:51","Thu","Q3","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-21832","27","20s","Male","VIP","3.96","Housewife","3580000","Married","1","PRD-2288","Fashion","Sub-Fashion","Brand-A","Fashion-Item","6823F404","Blue","M","SUP-815","43","2249","4444","1","4444","0","0","4444","444","2195","0.49","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-08-16","","0"
"TRX-788604ff","2023-06-06","13:41","Wed","Q2","ST-7","EC Online","Online","Tokyo","Virtual","CUST-66826","31","30s","Female","Regular","1.06","Office Worker","3460000","Single","0","PRD-1788","Food","Sub-Food","Brand-A","Food-Item","86A42234","Red","L","SUP-614","16","1400","2093","1","2093","0","0","2093","209","693","0.33","QR","Completed","App","Mobile","iOS","Courier","500","2023-06-07","","0"
"TRX-8ff94d3f","2023-02-11","19:29","Sun","Q1","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-78350","51","50s","Female","Regular","1.14","Office Worker","3620000","Married","1","PRD-4106","Electronics","Sub-Electronics","Brand-C","Electronics-Item","00891E38","Black","L","SUP-897","36","35688","70112","1","70112","0","0","70112","7011","34424","0.49","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-02-11","","0"
"TRX-4ad72e15","2023-08-14","20:45","Tue","Q3","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-11200","55","50s","Female","Regular","1.14","Other","3590000","Single","2","PRD-1107","Food","Sub-Food","Brand-D","Food-Item","4BA700A4","Black","M","SUP-503","39","1940","2873","1","2873","0","0","2873","287","933","0.32","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-08-14","","0"
"TRX-91e70240","2023-12-13","11:18","Thu","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-44821","18","10s","Male","Regular","1.24","Office Worker","2060000","Single","0","PRD-9344","Food","Sub-Food","Brand-C","Food-Item","60A6A01F","Red","S","SUP-214","98","1390","2687","1","2687","0","0","2687","268","1297","0.48","Credit","Completed","App","Mobile","iOS","Courier","500","2023-12-16","","0"
"TRX-49c833dd","2023-04-17","11:03","Tue","Q2","ST-7","EC Online","Online","Tokyo","Virtual","CUST-23023","26","20s","Male","Gold","2.54","Student","760000","Single","2","PRD-1618","Food","Sub-Food","Brand-E","Food-Item","8265232B","Black","L","SUP-172","44","2439","4660","1","4660","0","0","4660","466","2221","0.48","QR","Completed","App","Mobile","iOS","Courier","500","2023-04-21","","0"
"TRX-51d30a12","2023-12-06","15:40","Thu","Q4","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-55149","41","40s","Male","Regular","1.03","Student","5360000","Married","1","PRD-9187","Electronics","Sub-Electronics","Brand-F","Electronics-Item","2053345A","Blue","M","SUP-325","55","36960","58798","1","58798","0","0","58798","5879","21838","0.37","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-12-06","","0"
"TRX-29411379","2023-06-26","14:21","Tue","Q2","ST-7","EC Online","Online","Tokyo","Virtual","CUST-66967","48","40s","Female","Regular","1.00","Office Worker","4760000","Single","1","PRD-4143","Food","Sub-Food","Brand-C","Food-Item","CB62BBD3","White","L","SUP-133","67","69","100","1","100","0","0","100","10","31","0.31","Credit","Completed","App","Mobile","iOS","Courier","500","2023-06-28","","0"
"TRX-fba43631","2023-04-27","09:16","Fri","Q2","ST-7","EC Online","Online","Tokyo","Virtual","CUST-69325","28","20s","Female","Regular","1.08","Student","5460000","Single","2","PRD-7372","Home","Sub-Home","Brand-F","Home-Item","6FCC26FD","Blue","S","SUP-696","86","934","1666","1","1666","0","0","1666","166","732","0.44","QR","Completed","App","Mobile","iOS","Courier","500","2023-04-30","","0"
"TRX-01bd55f6","2023-08-03","12:28","Fri","Q3","ST-7","EC Online","Online","Tokyo","Virtual","CUST-26349","49","40s","Male","Regular","1.27","Housewife","4590000","Single","1","PRD-2888","Fashion","Sub-Fashion","Brand-F","Fashion-Item","53E9FC19","Blue","M","SUP-490","41","3942","5808","1","5808","0.30000000000000004","1742","4066","406","124","0.03","Credit","Completed","App","Mobile","iOS","Courier","500","2023-08-10","5","0"
"TRX-df3c6966","2023-04-22","16:20","Sun","Q2","ST-7","EC Online","Online","Tokyo","Virtual","CUST-15300","39","30s","Male","Regular","1.14","Office Worker","5600000","Single","2","PRD-6682","Food","Sub-Food","Brand-D","Food-Item","13F22912","Blue","L","SUP-268","67","1878","2923","1","2923","0.30000000000000004","876","2047","204","169","0.08","Credit","Completed","App","Mobile","iOS","Courier","500","2023-04-24","","0"
"TRX-ba9bca1a","2023-12-02","09:34","Sun","Q4","ST-4","Nagoya Sakae","Kanto","Tokyo","Physical","CUST-61159","31","30s","Female","Regular","1.23","Office Worker","3890000","Single","3","PRD-4924","Food","Sub-Food","Brand-D","Food-Item","009168CB","Red","M","SUP-378","24","1645","2302","1","2302","0.1","230","2072","207","427","0.21","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-12-02","","0"
"TRX-207a0a56","2023-07-25","14:34","Wed","Q3","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-91326","43","40s","Male","Gold","1.89","Office Worker","5030000","Single","0","PRD-6692","Fashion","Sub-Fashion","Brand-C","Fashion-Item","A5F6669A","Black","S","SUP-641","95","5184","9319","1","9319","0","0","9319","931","4135","0.44","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-07-25","","0"
"TRX-382b84be","2023-10-02","16:54","Tue","Q4","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-42813","34","30s","Female","Regular","1.09","Office Worker","7750000","Married","2","PRD-9209","Fashion","Sub-Fashion","Brand-F","Fashion-Item","AB3B17CB","White","M","SUP-773","71","4119","7487","1","7487","0","0","7487","748","3368","0.45","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-10-02","","0"
"TRX-0fb5cec0","2023-07-14","17:34","Sat","Q3","ST-7","EC Online","Online","Tokyo","Virtual","CUST-97682","35","30s","Male","Regular","1.03","Other","4160000","Married","1","PRD-2447","Food","Sub-Food","Brand-C","Food-Item","C71FF03E","Black","L","SUP-550","3","52","100","1","100","0","0","100","10","48","0.48","Credit","Completed","App","Mobile","iOS","Courier","500","2023-07-18","","0"
"TRX-60145b13","2023-03-12","09:47","Mon","Q1","ST-7","EC Online","Online","Tokyo","Virtual","CUST-39833","24","20s","Male","Regular","1.16","Housewife","4440000","Married","1","PRD-4225","Fashion","Sub-Fashion","Brand-F","Fashion-Item","9074F042","Blue","M","SUP-486","7","6448","8401","1","8401","0","0","8401","840","1953","0.23","Credit","Completed","App","Mobile","iOS","Courier","500","2023-03-15","","0"
"TRX-03c37ebd","2023-04-11","09:55","Wed","Q2","ST-4","Nagoya Sakae","Kanto","Tokyo","Physical","CUST-24615","49","40s","Male","Regular","1.09","Other","4280000","Married","3","PRD-7707","Food","Sub-Food","Brand-B","Food-Item","E56BBD92","Black","S","SUP-891","93","979","1500","1","1500","0","0","1500","150","521","0.35","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-04-11","","0"
"TRX-8cb848c2","2023-11-22","14:12","Thu","Q4","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-76548","40","40s","Male","Regular","1.13","Office Worker","4120000","Married","1","PRD-6554","Home","Sub-Home","Brand-D","Home-Item","0368B8FF","Red","L","SUP-893","36","1250","3051","3","9153","0","0","9153","915","5403","0.59","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-11-22","","0"
"TRX-c60d8152","2023-10-14","17:41","Sun","Q4","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-26995","33","30s","Female","Regular","1.03","Housewife","7470000","Single","3","PRD-3829","Home","Sub-Home","Brand-E","Home-Item","1D2D6370","Black","L","SUP-883","70","905","1601","1","1601","0","0","1601","160","696","0.43","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-10-14","","0"
"TRX-6ab78144","2023-07-21","13:11","Sat","Q3","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-63565","37","30s","Male","Regular","1.09","Office Worker","3650000","Single","3","PRD-6328","Fashion","Sub-Fashion","Brand-B","Fashion-Item","7C1851BD","White","M","SUP-303","7","5709","10460","1","10460","0","0","10460","1046","4751","0.45","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-07-21","","0"
"TRX-eaab9a5a","2023-12-26","09:45","Wed","Q4","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-64624","36","30s","Female","Regular","1.17","Other","5020000","Married","2","PRD-9419","Food","Sub-Food","Brand-F","Food-Item","820BDCBA","White","L","SUP-730","8","441","765","1","765","0","0","765","76","324","0.42","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-12-26","1","0"
"TRX-3c9553c6","2023-02-21","18:03","Wed","Q1","ST-7","EC Online","Online","Tokyo","Virtual","CUST-52900","51","50s","Male","Regular","1.05","Student","5890000","Married","1","PRD-3307","Fashion","Sub-Fashion","Brand-D","Fashion-Item","455033DB","Black","S","SUP-499","98","5323","7776","1","7776","0","0","7776","777","2453","0.32","Credit","Completed","App","Mobile","iOS","Courier","500","2023-02-26","","0"
"TRX-c0a8de9a","2023-12-04","11:04","Tue","Q4","ST-5","Fukuoka Tenjin","Kanto","Tokyo","Physical","CUST-36977","52","50s","Female","Regular","1.35","Office Worker","6800000","Single","2","PRD-1360","Food","Sub-Food","Brand-A","Food-Item","A2F21812","Black","S","SUP-955","62","811","1674","1","1674","0","0","1674","167","863","0.52","Cash","Completed","Store","POS","Embedded","Carry-out","0","2023-12-04","","0"
"TRX-c9f02735","2023-08-09","17:22","Thu","Q3","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-27934","50","50s","Male","Regular","1.09","Office Worker","4710000","Single","3","PRD-6825","Food","Sub-Food","Brand-F","Food-Item","E53673B3","Black","M","SUP-489","95","1326","2432","1","2432","0.2","486","1946","194","620","0.32","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-08-09","","0"
"TRX-3994c973","2023-07-13","13:56","Fri","Q3","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-90253","65","60s","Female","Regular","1.28","Housewife","3180000","Married","3","PRD-5628","Food","Sub-Food","Brand-E","Food-Item","764C044B","Blue","S","SUP-368","48","1768","3124","1","3124","0","0","3124","312","1356","0.43","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-07-13","","0"
"TRX-5e5d58aa","2023-01-20","13:22","Sat","Q1","ST-4","Nagoya Sakae","Kanto","Tokyo","Physical","CUST-64773","28","20s","Male","Gold","1.62","Other","1830000","Single","2","PRD-5955","Fashion","Sub-Fashion","Brand-E","Fashion-Item","7506B46F","Red","M","SUP-199","10","4095","7356","1","7356","0","0","7356","735","3261","0.44","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-01-20","","0"
"TRX-5581a475","2023-11-30","13:25","Fri","Q4","ST-4","Nagoya Sakae","Kanto","Tokyo","Physical","CUST-46989","47","40s","Male","Regular","1.44","Self-Employed","5260000","Married","0","PRD-2041","Fashion","Sub-Fashion","Brand-E","Fashion-Item","C0DC90C2","Red","S","SUP-756","39","3505","6774","1","6774","0","0","6774","677","3269","0.48","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-11-30","","0"
"TRX-698ffe0c","2023-10-19","13:54","Fri","Q4","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-85533","22","20s","Male","Regular","1.21","Student","4290000","Single","0","PRD-6830","Fashion","Sub-Fashion","Brand-A","Fashion-Item","34442246","Red","M","SUP-663","98","3870","10220","1","10220","0","0","10220","1022","6350","0.62","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-10-19","4","0"
"TRX-1db1bac0","2023-01-10","14:45","Wed","Q1","ST-7","EC Online","Online","Tokyo","Virtual","CUST-67723","48","40s","Male","Regular","1.02","Office Worker","4160000","Married","2","PRD-6818","Food","Sub-Food","Brand-C","Food-Item","162CD98F","White","M","SUP-308","73","1728","2767","1","2767","0","0","2767","276","1039","0.38","Credit","Completed","App","Mobile","iOS","Courier","500","2023-01-16","","0"
"TRX-1a001bc6","2023-06-09","18:01","Sat","Q2","ST-5","Fukuoka Tenjin","Kanto","Tokyo","Physical","CUST-47952","19","10s","Male","Regular","1.40","Office Worker","6540000","Single","3","PRD-7729","Home","Sub-Home","Brand-A","Home-Item","33963E20","Blue","L","SUP-470","15","892","1515","1","1515","0","0","1515","151","623","0.41","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-06-09","","0"
"TRX-cac2e040","2023-05-07","09:27","Mon","Q2","ST-3","Osaka Umeda","Kansai","Osaka","Physical","CUST-12520","33","30s","Male","Regular","1.05","Housewife","4850000","Married","0","PRD-4302","Food","Sub-Food","Brand-B","Food-Item","E583FCE8","Blue","M","SUP-774","35","414","585","1","585","0","0","585","58","171","0.29","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-05-07","","0"
"TRX-7199ba2a","2023-01-06","10:06","Sat","Q1","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-51495","24","20s","Male","Regular","1.36","Self-Employed","3900000","Single","0","PRD-4880","Home","Sub-Home","Brand-A","Home-Item","F1AD19BE","Black","L","SUP-103","77","1599","3498","1","3498","0.30000000000000004","1049","2449","244","850","0.35","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-01-06","","0"
"TRX-6a5581fe","2023-05-31","10:44","Thu","Q2","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-28462","45","40s","Male","Regular","1.05","Other","3940000","Single","0","PRD-8479","Electronics","Sub-Electronics","Brand-A","Electronics-Item","9A7AE313","Red","S","SUP-226","35","11228","19994","1","19994","0","0","19994","1999","8766","0.44","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-05-31","","0"
"TRX-e3b3db1c","2023-11-06","19:57","Tue","Q4","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-57128","25","20s","Male","Regular","1.33","Office Worker","7800000","Single","0","PRD-5428","Electronics","Sub-Electronics","Brand-B","Electronics-Item","683B257B","Blue","S","SUP-661","52","43865","97663","1","97663","0","0","97663","9766","53798","0.55","Cash","Completed","Store","POS","Embedded","Carry-out","0","2023-11-06","","0"
"TRX-7c299ba1","2023-03-04","17:46","Sun","Q1","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-78671","27","20s","Female","Gold","1.71","Housewife","910000","Married","2","PRD-3448","Fashion","Sub-Fashion","Brand-A","Fashion-Item","5FCF6DCE","Black","L","SUP-674","89","2555","4930","1","4930","0.30000000000000004","1479","3451","345","896","0.26","Cash","Completed","Store","POS","Embedded","Carry-out","0","2023-03-04","","0"
"TRX-539c48dc","2023-04-21","11:52","Sat","Q2","ST-7","EC Online","Online","Tokyo","Virtual","CUST-40504","24","20s","Female","Regular","1.29","Student","7850000","Single","0","PRD-8195","Home","Sub-Home","Brand-F","Home-Item","85E9CFD4","White","M","SUP-122","16","2097","3654","1","3654","0.1","365","3289","328","1192","0.36","QR","Completed","App","Mobile","iOS","Courier","500","2023-04-28","","0"
"TRX-25175d4d","2023-12-03","20:38","Mon","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-72522","46","40s","Male","Regular","1.08","Office Worker","7300000","Single","0","PRD-6889","Food","Sub-Food","Brand-D","Food-Item","8640B15A","White","M","SUP-176","28","1013","1413","1","1413","0.2","282","1131","113","118","0.10","Credit","Completed","App","Mobile","iOS","Courier","500","2023-12-10","4","0"
"TRX-1622cf74","2023-08-06","17:41","Mon","Q3","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-11971","44","40s","Male","Regular","1.22","Student","6730000","Single","1","PRD-9408","Fashion","Sub-Fashion","Brand-C","Fashion-Item","51C481E9","Red","S","SUP-874","68","2468","4895","1","4895","0.2","979","3916","391","1448","0.37","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-08-06","","0"
"TRX-a30d7232","2023-07-13","11:12","Fri","Q3","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-38656","29","20s","Female","Gold","1.83","Office Worker","4890000","Married","0","PRD-6768","Food","Sub-Food","Brand-A","Food-Item","AA8CE8F5","Black","M","SUP-286","98","72","100","1","100","0","0","100","10","28","0.28","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-07-13","","0"
"TRX-9eff8822","2023-05-11","17:34","Fri","Q2","ST-5","Fukuoka Tenjin","Kanto","Tokyo","Physical","CUST-99429","39","30s","Female","Regular","1.03","Office Worker","2420000","Married","1","PRD-4822","Food","Sub-Food","Brand-A","Food-Item","A22B12DE","Blue","S","SUP-374","95","1644","3230","1","3230","0","0","3230","323","1586","0.49","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-05-11","","0"
"TRX-b02f033a","2023-09-27","16:05","Thu","Q3","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-54724","29","20s","Female","Regular","1.16","Self-Employed","2280000","Single","3","PRD-6649","Fashion","Sub-Fashion","Brand-C","Fashion-Item","FAE8138A","Blue","L","SUP-117","81","1518","3152","1","3152","0","0","3152","315","1634","0.52","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-09-27","","0"
"TRX-e827db40","2023-01-25","15:34","Thu","Q1","ST-7","EC Online","Online","Tokyo","Virtual","CUST-88071","25","20s","Male","Regular","1.24","Housewife","4900000","Married","0","PRD-6912","Food","Sub-Food","Brand-B","Food-Item","C8B9600B","White","L","SUP-306","84","1547","2047","1","2047","0","0","2047","204","500","0.24","QR","Completed","App","Mobile","iOS","Courier","500","2023-01-31","","0"
"TRX-14991882","2023-04-10","09:43","Tue","Q2","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-95140","18","10s","Male","Regular","1.04","Housewife","4810000","Married","0","PRD-5463","Food","Sub-Food","Brand-A","Food-Item","1C73C4E9","White","S","SUP-111","82","2149","3012","1","3012","0","0","3012","301","863","0.29","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-04-10","","0"
"TRX-b82ba4dd","2023-12-05","17:55","Wed","Q4","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-67933","36","30s","Male","Gold","1.63","Housewife","10150000","Married","2","PRD-1436","Fashion","Sub-Fashion","Brand-E","Fashion-Item","01994375","Black","L","SUP-329","13","1919","2719","1","2719","0","0","2719","271","800","0.29","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-12-05","","0"
"TRX-1a223e10","2023-11-06","21:55","Tue","Q4","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-13609","39","30s","Male","Gold","1.89","Housewife","6120000","Single","3","PRD-5829","Fashion","Sub-Fashion","Brand-E","Fashion-Item","B98E780A","White","L","SUP-647","29","6069","11922","1","11922","0","0","11922","1192","5853","0.49","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-11-06","","0"
"TRX-0abd67cc","2023-03-22","20:13","Thu","Q1","ST-5","Fukuoka Tenjin","Kanto","Tokyo","Physical","CUST-82623","18","10s","Female","Gold","1.80","Student","3490000","Single","0","PRD-7659","Food","Sub-Food","Brand-D","Food-Item","0860A04B","White","M","SUP-621","57","647","1031","1","1031","0.30000000000000004","309","722","72","75","0.10","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-03-22","","0"
"TRX-3e69b4a6","2023-03-16","09:40","Fri","Q1","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-51635","22","20s","Female","Regular","1.08","Self-Employed","6570000","Single","3","PRD-8689","Food","Sub-Food","Brand-D","Food-Item","2761E3CA","Blue","S","SUP-271","6","178","361","1","361","0","0","361","36","183","0.51","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-03-16","","0"
"TRX-e23ab943","2023-05-22","20:44","Tue","Q2","ST-6","Sapporo","Kanto","Tokyo","Physical","CUST-97023","44","40s","Male","Gold","1.94","Other","6520000","Single","1","PRD-4260","Food","Sub-Food","Brand-B","Food-Item","7B8D9021","Black","M","SUP-140","66","1446","1754","1","1754","0","0","1754","175","308","0.18","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-05-22","","0"
"TRX-4854a009","2023-03-15","21:35","Thu","Q1","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-19752","54","50s","Male","Regular","1.11","Housewife","5810000","Married","3","PRD-8831","Food","Sub-Food","Brand-F","Food-Item","D504A526","White","S","SUP-897","46","496","898","1","898","0","0","898","89","402","0.45","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-03-15","3","0"
"TRX-659f91e4","2023-11-23","11:52","Fri","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-17068","50","50s","Male","Regular","1.02","Office Worker","3600000","Married","1","PRD-1218","Fashion","Sub-Fashion","Brand-D","Fashion-Item","E05F45D5","White","S","SUP-831","81","7748","11293","1","11293","0.2","2258","9035","903","1287","0.14","QR","Completed","App","Mobile","iOS","Courier","500","2023-11-28","","0"
"TRX-ce6a826b","2023-03-13","17:56","Tue","Q1","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-43826","53","50s","Male","Regular","1.10","Student","3010000","Single","3","PRD-5297","Home","Sub-Home","Brand-F","Home-Item","C8755B50","Blue","L","SUP-746","28","988","1940","1","1940","0","0","1940","194","952","0.49","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-03-13","","0"
"TRX-f84de4c9","2023-07-19","16:50","Thu","Q3","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-77241","25","20s","Female","Regular","1.14","Other","4950000","Married","0","PRD-1144","Food","Sub-Food","Brand-D","Food-Item","7FA79CF8","Red","S","SUP-394","52","551","841","1","841","0","0","841","84","290","0.34","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-07-19","","0"
"TRX-883d1ab4","2023-09-15","19:53","Sat","Q3","ST-4","Nagoya Sakae","Kanto","Tokyo","Physical","CUST-92542","46","40s","Male","Regular","1.12","Housewife","2480000","Single","0","PRD-4326","Fashion","Sub-Fashion","Brand-D","Fashion-Item","278AEED3","Blue","S","SUP-412","24","1799","3163","1","3163","0.2","632","2531","253","732","0.29","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-09-15","","0"
"TRX-d1bc0cf6","2023-10-14","11:33","Sun","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-99048","25","20s","Female","Regular","1.04","Office Worker","8880000","Single","3","PRD-8017","Home","Sub-Home","Brand-D","Home-Item","0D315CA1","White","M","SUP-567","40","1229","2120","1","2120","0","0","2120","212","891","0.42","Credit","Completed","App","Mobile","iOS","Courier","500","2023-10-15","","0"
"TRX-89363b8f","2023-02-24","20:58","Sat","Q1","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-57283","50","50s","Female","Regular","1.23","Self-Employed","1090000","Single","1","PRD-1148","Food","Sub-Food","Brand-F","Food-Item","3E4434EC","Blue","S","SUP-343","32","1194","1715","1","1715","0","0","1715","171","521","0.30","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-02-24","","0"
"TRX-c5f65992","2023-11-12","14:25","Mon","Q4","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-40130","31","30s","Male","Gold","2.26","Other","3000000","Married","3","PRD-4423","Electronics","Sub-Electronics","Brand-D","Electronics-Item","00BEE1C7","Black","S","SUP-764","6","20636","34377","1","34377","0","0","34377","3437","13741","0.40","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-11-12","","0"
"TRX-7ee7c342","2023-10-13","11:47","Sat","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-55602","59","50s","Male","Regular","1.00","Office Worker","7360000","Single","0","PRD-4593","Food","Sub-Food","Brand-F","Food-Item","7E883A68","Black","L","SUP-142","28","1875","3387","1","3387","0.2","677","2710","271","835","0.31","Credit","Completed","App","Mobile","iOS","Courier","500","2023-10-14","","0"
"TRX-e221ee4b","2023-12-09","13:06","Sun","Q4","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-36338","20","20s","Male","Regular","1.15","Self-Employed","6980000","Single","3","PRD-4089","Fashion","Sub-Fashion","Brand-D","Fashion-Item","9C01F660","Blue","S","SUP-460","47","2312","4130","1","4130","0.1","413","3717","371","1405","0.38","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-12-09","","0"
"TRX-b8683fa6","2023-05-09","11:53","Wed","Q2","ST-7","EC Online","Online","Tokyo","Virtual","CUST-95856","38","30s","Female","Regular","1.14","Student","8920000","Married","0","PRD-9566","Home","Sub-Home","Brand-A","Home-Item","CCC46B1B","White","M","SUP-594","94","1332","1713","1","1713","0","0","1713","171","381","0.22","QR","Completed","App","Mobile","iOS","Courier","500","2023-05-15","","0"
